,text
231,骗吃骗喝你还想骗技术？？？人心不足蛇吞象
232,和HTC不相上下？？我笑了
233,压力大一点点？？骗自己干哈
234,还好他们称呼中国大陆，说明他们是中国台湾
235,哗众取宠
236,回复@联想集团:美帝企业还来推销
237,跟htc差不多可还行 htc现在这么落后还能拿出来说哦
238,臭表脸，还想白拿我们C919
239,我觉得他已经变了，都是讲中国大陆。
240,回复@联想集团:美帝良心怎么回事！话都不会说了吗。
241,和我们也不相上下了？
242,回复@泥泞中的喵:我听到他提到htc的时候：？？？这个公司原来还在
243,HTC是以前手机那个牌子咩？不是香港的吗
244,又想来骗我们送飞机，不给
245,为什么这些东西都是从台湾那边传过来。他们对我们的国情了解的好像更多。
246,这货现在是想要我们寄飞机给他了么？？？
247,没有可比性
248,离家的孩子流浪在外边，没有那好衣裳，也没有好烟
249,回复@联想集团:中国骄傲联想
250,联想牛
251,回复@联想集团:联想不就是个装配工吗？装什么高科技公司。
252,牛逼
253,听不下去了……聒噪得头疼
254,回复@联想集团:大家不要瞎联想
255,回复@联想集团:我上班后一共自己买了四台联想，一台三本，体验越来越差，单位开始都是联想，十几年过去了现在也都换别的了，再换我绝不再买联想了
256,回复@联想集团:gun吧美帝联想
257,联想晨星AR//@联想集团:略自豪，联想的晨星AR希望大家多了解下，刚获了CCF科学技术奖，不多说了，我们抽个奖吧……转发我们的置顶微博，抽联想智能平板和电竞鼠标。
258,台湾人不知道哪来的优越感
259,HTC真不怎样吧
260,回复@lllll-lllll-:傻孩子
261,回复@天蓝1112:多读书多看报啊小学生
262,回复@联想集团:滚吧美帝良心
263,回复@知音信箱:所以他说台湾压力很大，感觉怪怪的。像是两个国家之间的较量一样，麻烦呆湾🐸睁眼看世界
264,htc火腿肠吗
